trade_date,stock_code,stock_name,source_weight_date,source_weight_pct,projected_weight_pct,base_close,close_price,share_factor,relative_value,cumulative_cash_dividend_per_base_share
20260618,300308.SZ,中际旭创,20260615,4.998,5.43342160806248,1245.0,1367.88,1.0,0.05491296578313253,0.0
20260618,300750.SZ,宁德时代,20260615,3.7900000000000005,3.688355436824236,398.1,391.55,1.0,0.03727642552122583,0.0
20260618,300502.SZ,新易盛,20260615,2.713,2.88798822284228,540.49,581.48,1.0,0.029187500971340822,0.0
20260618,600519.SH,贵州茅台,20260615,2.86,2.704961560470272,1271.1,1215.0,1.0,0.02733773896624971,0.0
20260618,601318.SH,中国平安,20260615,2.081,1.874917086329251,54.23,49.38,1.0,0.018948880693343165,0.0
20260618,601899.SH,紫金矿业,20260615,1.8579999999999999,1.7432968488253104,31.31,29.69,1.0,0.017618658575534973,0.0
20260618,688256.SH,寒武纪,20260615,1.51,1.6870967320229275,1335.0,1507.46,1.0,0.017050671161048688,0.0
20260618,600036.SH,招商银行,20260615,1.736,1.6431742286597242,38.95,37.26,1.0,0.0166067676508344,0.0
20260618,603986.SH,兆易创新,20260615,1.245,1.4958524001781917,518.0,629.0,1.0,0.015117857142857143,0.0
20260618,000333.SZ,美的集团,20260615,1.417,1.351305106806495,80.93,78.0,1.0,0.013656987520079081,0.0
20260618,002475.SZ,立讯精密,20260615,1.251,1.2701455273910895,68.15,69.93,1.0,0.012836746881878209,0.0
20260618,002384.SZ,东山精密,20260615,1.105,1.2472760517688761,239.31,273.0,1.0,0.012605616146420959,0.0
20260618,600900.SH,长江电力,20260615,1.214,1.161557119872616,27.57,26.66,1.0,0.011739296336597751,0.0
20260618,002371.SZ,北方华创,20260615,1.063,1.1116464387222122,682.22,721.04,1.0,0.01123487320805605,0.0
20260618,601138.SH,工业富联,20260615,1.049,1.104123716080054,73.4,78.08,1.0,0.0111588446866485,0.0
20260618,688008.SH,澜起科技,20260615,0.991,1.102257048066238,240.1,269.9,1.0,0.011139979175343607,0.0
