trade_date,stock_code,stock_name,source_weight_date,source_weight_pct,projected_weight_pct,base_close,close_price,share_factor,relative_value,cumulative_cash_dividend_per_base_share
20260706,300308.SZ,中际旭创,20260630,5.008,4.456005694977548,1270.0,1098.92,1.0,0.04333379023622048,0.0
20260706,300750.SZ,宁德时代,20260630,3.675,3.6011086223856905,393.01,374.51,1.0,0.035020082186203914,0.0
20260706,600519.SH,贵州茅台,20260630,2.62,2.742820221189653,1185.49,1206.91,1.0,0.02667339412394875,0.0
20260706,300502.SZ,新易盛,20260630,2.992,2.5692459587707948,607.0,506.89,1.0,0.024985418121911036,0.0
20260706,601318.SH,中国平安,20260630,1.799,1.9413575767443836,47.74,50.1,1.0,0.01887932551319648,0.0
20260706,600036.SH,招商银行,20260630,1.554,1.6983552070807424,35.5,37.73,1.0,0.01651617464788732,0.0
20260706,601899.SH,紫金矿业,20260630,1.465,1.6946141051866033,25.14,28.28,1.0,0.016479793158313445,0.0
20260706,603986.SH,兆易创新,20260630,1.925,1.5891411304651628,815.0,654.29,1.0,0.015454088957055212,0.0
20260706,688256.SH,寒武纪,20260630,1.772,1.5642770326007507,1595.55,1369.75,1.0,0.015212290432766132,0.0
20260706,000333.SZ,美的集团,20260630,1.299,1.414811932060918,75.53,80.0,1.0,0.013758771349132793,0.0
20260706,002371.SZ,北方华创,20260630,1.354,1.2648830018136603,884.56,803.6,1.0,0.012300741611648732,0.762
20260706,600900.SH,长江电力,20260630,1.145,1.2094274277798192,26.47,27.19,1.0,0.011761446921042692,0.0
20260706,002475.SZ,立讯精密,20260630,1.27,1.1664406744485958,70.4,62.88,1.0,0.01134340909090909,0.0
20260706,688041.SH,海光信息,20260630,1.217,1.1456596692851373,370.3,339.0,1.0,0.011141317850391574,0.0
20260706,688012.SH,中微公司,20260630,1.242,1.1449337340402772,468.5,420.0,1.0,0.011134258271077908,0.0
20260706,688008.SH,澜起科技,20260630,1.256,1.1197535894385808,309.9,268.68,1.0,0.010889386253630205,0.0
20260706,603259.SH,药明康德,20260630,1.089,1.10596626540345,124.51,122.97,1.0,0.010755307204240621,0.0
20260706,688981.SH,中芯国际,20260630,1.144,1.0665279099257983,158.82,143.99,1.0,0.010371776854300466,0.0
20260706,601166.SH,兴业银行,20260630,0.991,1.0528885239103793,16.56,17.11,1.0,0.010239136473429953,0.0
20260706,002384.SZ,东山精密,20260630,1.189,1.0460653221683835,262.35,224.46,1.0,0.010172782161234992,0.0
20260706,600030.SH,中信证券,20260630,0.991,1.0367783133614672,28.73,29.23,1.0,0.010082467803689524,0.0
20260706,000725.SZ,京东方A,20260630,1.116,1.025947768443131,8.68,7.76,1.0,0.00997714285714286,0.0
20260706,300059.SZ,东方财富,20260630,0.9119999999999999,0.9746207982484658,20.38,21.18,1.0,0.009477998037291463,0.0
