trade_date,stock_code,stock_name,source_weight_date,source_weight_pct,projected_weight_pct,base_close,close_price,share_factor,relative_value,cumulative_cash_dividend_per_base_share
20260625,300308.SZ,中际旭创,20260615,4.998,5.174672584163866,1245.0,1323.4,1.0,0.05312733493975904,0.0
20260625,300750.SZ,宁德时代,20260615,3.7900000000000005,3.7267467714141924,398.1,401.9,1.0,0.038261768399899525,0.0
20260625,300502.SZ,新易盛,20260615,2.713,2.984733296223229,540.49,610.49,1.0,0.030643663527539826,0.0
20260625,600519.SH,贵州茅台,20260615,2.86,2.6563763863573726,1271.1,1212.1,1.0,0.027272488395877585,0.0
20260625,601318.SH,中国平安,20260615,2.081,1.8426558928238381,54.23,49.3,1.0,0.01891818181818182,0.0
20260625,603986.SH,兆易创新,20260615,1.245,1.8147792434109098,518.0,775.21,1.0,0.018631977799227803,0.0
20260625,688256.SH,寒武纪,20260615,1.51,1.6580477241604508,1335.0,1505.0,1.0,0.017022846441947567,0.0
20260625,600036.SH,招商银行,20260615,1.736,1.5728070174009827,38.95,36.23,1.0,0.01614769704749679,0.0
20260625,601899.SH,紫金矿业,20260615,1.8579999999999999,1.4981747889566626,31.31,25.92,1.0,0.015381462791440436,0.0
20260625,002475.SZ,立讯精密,20260615,1.251,1.3305952247944284,68.15,74.42,1.0,0.013660956713132793,0.0
20260625,000333.SZ,美的集团,20260615,1.417,1.3046276851463312,80.93,76.5,1.0,0.013394353144692945,0.0
20260625,002384.SZ,东山精密,20260615,1.105,1.2403965179428138,239.31,275.8,1.0,0.012734904517153483,0.0
20260625,002371.SZ,北方华创,20260615,1.063,1.211090379170558,682.22,798.0,1.0,0.01243402421506259,0.0
20260625,688041.SH,海光信息,20260615,1.002,1.1747270910273055,299.32,360.28,1.0,0.012060689563009487,0.15
20260625,600900.SH,长江电力,20260615,1.214,1.1245517695926808,27.57,26.22,1.0,0.011545549510337323,0.0
20260625,688008.SH,澜起科技,20260615,0.991,1.1222756222554833,240.1,279.16,1.0,0.011522180758017494,0.0
20260625,688981.SH,中芯国际,20260615,0.9399999999999998,1.100342390693725,130.52,156.86,1.0,0.011296996628869137,0.0
20260625,601138.SH,工业富联,20260615,1.049,1.0717132330519838,73.4,76.99,1.0,0.011003066757493185,0.0
20260625,688012.SH,中微公司,20260615,0.8630000000000001,1.048496968327891,319.98,399.13,1.0,0.010764709981873866,0.0
20260625,603259.SH,药明康德,20260615,0.885,1.0168444984142762,99.37,117.22,1.0,0.010439740364295059,0.0
20260625,601166.SH,兴业银行,20260615,1.111,1.005554564191469,18.23,16.94,1.0,0.010323828853538124,0.0
20260625,600030.SH,中信证券,20260615,0.9439999999999998,0.9920400656608714,26.86,28.98,1.0,0.010185078183172002,0.0
20260625,000725.SZ,京东方A,20260615,0.775,0.9588765144839294,5.92,7.52,1.0,0.009844594594594594,0.056
20260625,600183.SH,生益科技,20260615,0.873,0.9565452354514423,166.41,187.2,1.0,0.009820659816116819,0.0
20260625,300059.SZ,东方财富,20260615,0.861,0.9371827195392548,18.89,21.11,1.0,0.00962186871360508,0.0
20260625,601398.SH,工商银行,20260615,0.882,0.8159554383336924,7.57,7.19,1.0,0.008377252311756936,0.0
20260625,300394.SZ,天孚通信,20260615,0.719,0.7850999538217447,305.04,341.97,1.0,0.008060465184893784,0.0
20260625,600276.SH,恒瑞医药,20260615,0.77,0.7838243117277657,47.88,50.04,1.0,0.008047368421052631,0.0
20260625,002594.SZ,比亚迪,20260615,0.8880000000000001,0.7828312086348977,90.82,82.2,1.0,0.008037172428980404,0.0
20260625,300274.SZ,阳光电源,20260615,0.779,0.7768728026143198,149.1,152.66,1.0,0.007975998658618377,0.0
20260625,300408.SZ,三环集团,20260615,0.726,0.7700578876532439,150.25,163.62,1.0,0.007906031281198003,0.0
20260625,300476.SZ,胜宏科技,20260615,0.757,0.7494420071487292,344.5,350.16,1.0,0.007694372133526852,0.0
20260625,002463.SZ,沪电股份,20260615,0.649,0.7324651400431755,133.76,154.99,1.0,0.007520074013157895,0.0
20260625,601211.SH,国泰海通,20260615,0.711,0.7174684859762998,17.49,18.12,1.0,0.007366106346483706,0.0
20260625,600522.SH,中天科技,20260615,0.505,0.6523232944087157,51.35,68.1,1.0,0.0066972736124634846,0.0
20260625,601288.SH,农业银行,20260615,0.691,0.6297184931563766,6.68,6.25,1.0,0.006465194610778443,0.0
20260625,601328.SH,交通银行,20260615,0.673,0.6162363410028538,7.01,6.59,1.0,0.006326776034236805,0.0
20260625,000988.SZ,华工科技,20260615,0.583,0.6122956316925446,160.98,173.58,1.0,0.006286317554975773,0.0
20260625,301308.SZ,江波龙,20260615,0.484,0.6033187573782954,529.23,677.3,1.0,0.006194153770572339,0.0
20260625,600176.SH,中国巨石,20260615,0.396,0.5966400144121115,45.77,70.8,1.0,0.006125584443958925,0.0
20260625,000651.SZ,格力电器,20260615,0.611,0.5841187555109717,37.86,37.16,1.0,0.0059970311674590595,0.0
20260625,600919.SH,江苏银行,20260615,0.624,0.5733036783288625,11.81,11.14,1.0,0.005885994919559696,0.0
20260625,688072.SH,拓荆科技,20260615,0.477,0.5709646827217053,669.69,823.0,1.0,0.005861980916543475,0.0
20260625,600150.SH,中国船舶,20260615,0.584,0.5596363620124405,35.91,35.33,1.0,0.00574567529935951,0.0
20260625,603993.SH,洛阳钼业,20260615,0.657,0.5527473730352428,20.92,18.07,1.0,0.005674947418738049,0.0
20260625,000338.SZ,潍柴动力,20260615,0.569,0.5464794251228122,29.38,28.97,1.0,0.005610595643294758,0.0
20260625,600887.SH,伊利股份,20260615,0.579,0.5461983171066712,25.41,24.61,1.0,0.005607709563164109,0.0
20260625,600584.SH,长电科技,20260615,0.383,0.5228782565835736,74.32,104.17,1.0,0.005368287136706136,0.1
20260625,000858.SZ,五 粮 液,20260615,0.556,0.5100634270830163,79.63,75.0,1.0,0.005236719829210097,0.0
20260625,603019.SH,中科曙光,20260615,0.45000000000000007,0.5017564344505895,85.45,97.82,1.0,0.00515143358689292,0.0
20260625,688521.SH,芯原股份,20260615,0.359,0.4985079031882853,237.12,338.05,1.0,0.005118081562078272,0.0
20260625,600309.SH,万华化学,20260615,0.49699999999999994,0.4848090437814497,73.5,73.61,1.0,0.004977438095238095,0.0
20260625,601816.SH,京沪高铁,20260615,0.515,0.4717463961947635,4.87,4.58,1.0,0.0048433264887063655,0.0
20260625,300124.SZ,汇川技术,20260615,0.473,0.4443541009855712,69.3,66.84,1.0,0.004562095238095238,0.0
