stock_code,ex_date,time,interest,stockBonus,stockGift,allotNum,allotPrice,gugai,dr,import_time
600028.SH,2026-06-17,1781625600000.0,0.112,0.0,0.0,0.0,0.0,0.0,1.022633,20260617-1703
