stock_code,stock_name,declare_date,ex_date,beftax_maxcashdiv,beftax_mincashdiv,aftax_cashdiv,stockdiv_ratio,trans_ratio,bonus_ratio,is_newest,is_valid,import_time_gogoal,time,interest,stockBonus,stockGift,allotNum,allotPrice,gugai,dr,import_time_xt,import_time
600028.SH,中国石化,2026-06-10,2026-06-17,1.12,,1.12,,,,1,1,20260617-1703,1781625600000.0,0.112,0.0,0.0,0.0,0.0,0.0,1.022633,20260617-1703,20260617-1703
