weight_count,cons_count,closeweight_data_date,cons_data_date,only_in_weights,only_in_cons,is_consistent,closeweight_path,cons_path,import_time
300,300,2026-05-29,2026-06-17,000661.SZ|000786.SZ|000876.SZ|000983.SZ|002252.SZ|002459.SZ|002601.SZ|300347.SZ|300759.SZ|300782.SZ|300979.SZ|600161.SH|600377.SH|601236.SH|601298.SH|601808.SH|603195.SH|688169.SH|688187.SH,000657.SZ|000988.SZ|001280.SZ|002202.SZ|002353.SZ|002532.SZ|002558.SZ|002602.SZ|002837.SZ|300450.SZ|301165.SZ|301308.SZ|600118.SH|600221.SH|600549.SH|601727.SH|688072.SH|688183.SH|688521.SH,False,E:\Codex\系统\Stock-Index-Fitting\data\000300\20260618-1320\01_index\000300_样本权重_20260618.xls,E:\Codex\系统\Stock-Index-Fitting\data\000300\20260618-1320\01_index\000300_成分股_20260618.xls,20260618-1320
